NPAFC Salmonid Catch Statistics 1925–2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Whole Country/Province/State,Reporting Area,Species,Catch Type,Data Type,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Russia,Whole country,Whole country,Pink,Commercial,Round wt (MT),"20,000.00","47,400.00","22,500.00","49,600.00","18,200.00","74,300.00","49,500.00","89,700.00","39,300.00","52,600.00","66,920.00","20,800.00","6,400.00","28,400.00","13,400.00","50,400.00","77,100.00","79,100.00","118,100.00","106,100.00","76,200.00","38,300.00","132,400.00","52,200.00","165,000.00","36,400.00","154,800.00","57,200.00","142,300.00","46,200.00","88,300.00","72,100.00","106,400.00","38,400.00","47,100.00","19,600.00","30,300.00","16,300.00","35,700.00","14,600.00","47,900.00","20,700.00","50,700.00","16,300.00","63,400.00","16,200.00","66,859.00","20,350.90","90,895.00","33,025.10","110,395.70","54,501.90","114,370.00","57,651.30","103,780.10","79,301.40","87,933.50","47,780.60","107,719.10","56,653.00","96,411.90","40,964.10","98,823.80","40,658.10","149,612.90","76,110.90","211,920.70","87,340.10","113,028.00","126,305.00","148,310.32","110,929.90","190,246.50","193,012.70","188,535.72","148,553.20","171,170.15","109,413.65","180,218.94","113,539.52","205,836.00","199,580.09","259,829.22","165,022.59","424,977.97","201,445.80","387,042.82","293,018.45","241,420.70","147,804.61","162,941.84","264,997.74","204,450.08","506,828.88","325,989.23","172,819.88","415,042.13","144,833.50","476,055.48"
Russia,Whole country,Whole country,Chum,Commercial,Round wt (MT),"11,510.50","34,848.50","25,049.50","13,706.00","34,437.00","44,929.50","67,119.50","40,390.50","33,494.00","49,433.00","40,484.50","51,609.00","44,055.00","56,012.00","57,368.50","55,300.00","53,700.00","39,700.00","62,700.00","55,500.00","61,300.00","68,700.00","69,300.00","62,500.00","79,400.00","61,500.00","83,400.00","44,000.00","34,000.00","52,600.00","65,600.00","77,300.00","32,000.00","27,700.00","38,200.00","43,300.00","36,400.00","34,000.00","33,600.00","25,400.00","31,500.00","27,600.00","20,600.00","13,700.00","5,900.00","12,400.00","14,104.00","7,725.00","7,544.40","11,061.70","12,529.90","13,944.80","18,321.00","21,990.60","27,208.60","19,815.70","20,740.90","19,675.50","28,219.90","17,605.50","28,153.60","25,385.20","29,951.70","29,212.20","25,603.20","30,450.90","22,530.70","21,233.70","30,770.90","42,385.00","47,029.28","39,625.80","32,920.40","37,147.40","36,293.55","42,172.36","37,517.51","38,027.63","35,508.80","33,380.54","36,380.56","48,969.28","54,271.61","63,702.75","93,729.92","88,542.52","79,238.24","97,656.78","103,147.82","137,764.09","143,679.02","116,636.51","97,698.94","107,132.22","109,098.49","80,349.89","72,329.05","73,557.73","76,710.68"
Russia,Whole country,Whole country,Sockeye,Commercial,Round wt (MT),"2,914.78","2,853.65","3,036.18","3,421.60","9,306.39","9,758.63","7,558.84","5,341.52","2,681.96",79.84,"1,354.01","2,572.19","4,204.16","4,739.92","4,820.06","3,400.00","4,600.00","5,700.00","7,800.00","9,400.00","12,000.00","13,200.00","10,200.00","6,200.00","8,800.00","9,300.00","7,700.00","9,200.00","5,100.00","4,000.00","3,100.00","5,700.00","3,500.00","1,000.00","4,000.00","4,000.00","7,800.00","4,700.00","3,400.00","2,700.00","4,200.00","3,700.00","3,000.00","2,200.00","1,600.00","4,500.00","2,443.00","1,272.00","2,049.00","1,153.00","1,457.90","1,241.90","1,992.90","3,528.60","2,987.40","4,047.00","3,981.00","3,149.00","4,456.00","6,552.00","9,337.00","7,495.00","11,820.00","8,388.00","9,751.00","16,399.00","14,409.50","15,367.00","21,871.40","14,338.00","20,343.86","22,446.60","18,100.30","12,780.40","14,584.29","17,197.87","20,838.94","27,995.74","19,721.66","18,958.16","22,555.13","24,647.62","30,081.89","26,996.49","28,395.57","30,932.58","33,606.10","44,052.15","50,940.31","37,606.28","46,591.39","50,016.29","42,143.23","42,556.94","45,849.35","29,915.69","30,712.19","37,745.91","36,591.79"
Russia,Whole country,Whole country,Coho,Commercial,Round wt (MT),"4,353.70","3,349.00","4,353.70","4,688.60","4,018.80","9,042.30","3,349.00","1,004.70",669.80,"1,674.50","1,339.60","4,353.70","3,014.10","3,349.00","2,009.40","2,800.00","1,900.00","4,800.00","2,700.00","3,200.00","4,900.00","9,700.00","5,000.00","6,000.00","6,400.00","2,300.00","2,700.00","4,600.00","6,500.00","7,500.00","6,300.00","3,800.00","5,200.00","2,800.00","3,918.00","1,890.00","4,520.00","4,680.00","7,353.00","1,119.00","2,946.00","3,262.00","3,613.00","3,162.00","3,320.00","4,558.00","4,439.80","1,927.20","2,164.00","3,880.00","3,282.00","3,411.80","4,013.90","2,349.00","4,031.10","2,364.10","3,656.70","3,758.20","3,428.80","4,811.60","5,298.60","3,278.70","4,023.50","3,137.00","3,134.00","2,608.00","3,441.40","4,738.00","2,838.00","2,369.00","1,709.68","2,577.30","2,462.90","2,405.50","1,731.95","2,076.95","2,174.75","1,838.72","1,434.24","1,595.67",948.03,"1,300.43","3,711.23","3,652.52","3,694.55","4,895.02","5,419.51","4,353.05","9,853.22","14,478.42","14,589.38","6,989.76","8,412.53","10,132.28","8,998.93","9,326.84","7,583.17","9,268.12","12,865.56"
Russia,Whole country,Whole country,Chinook,Commercial,Round wt (MT),,,78.66,176.99,255.66,658.81,393.32,521.15,147.50,226.16,403.15,639.15,,,,220.00,570.00,360.00,480.00,170.00,380.00,810.00,810.00,"1,300.00",750.00,620.00,720.00,660.00,880.00,650.00,"1,340.00","1,100.00",900.00,700.00,983.00,700.00,650.00,960.00,"1,003.00","1,431.00","1,090.00","1,024.00",911.00,829.00,"1,205.00","1,409.00","1,982.00","2,240.00","2,210.00","1,830.00","2,229.00","1,956.00","3,099.00","2,947.00","2,408.00","1,057.00","1,399.00","1,342.00","1,778.00","1,683.00","1,470.00","1,800.00","1,390.00","1,460.00","1,200.00","1,000.00","1,000.00","1,100.00","1,727.00","1,288.00","1,036.20",692.60,"1,063.20",790.00,940.03,553.28,541.60,"1,103.98",262.75,368.67,639.05,747.68,800.58,929.72,695.14,754.17,654.53,527.51,512.50,641.30,900.27,819.72,388.43,304.34,263.81,261.11,316.73,427.56,399.67
Russia,Whole country,Whole country,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,10.11,,16.52,9.26,10.99,19.67,19.23,11.92,9.76,9.04,9.84,8.10,7.84,9.05,2.85,1.63,0.68,0.65,4.47,36.02,16.50
Russia,Whole country,Foreign Fleet,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,948.00",797.00,"3,007.00",900.00,"1,857.00",918.00,802.00,985.00,397.00,"1,305.00",156.30,279.00,217.00,,,,,,,,,,,,,,,,,,
Russia,Whole country,Foreign Fleet,Chum,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,597.00","14,264.00","18,796.00","14,710.00","13,488.00","12,012.00","12,657.00","11,399.00","7,869.00","5,570.00","3,432.80","3,223.00","3,444.00",,,,,,,,,,,,,,,,,,
Russia,Whole country,Foreign Fleet,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,705.00","3,699.00","6,146.00","5,644.00","9,150.00","2,645.00","2,657.00","2,091.00","2,715.00","3,200.00","2,017.60","2,616.00","2,738.00",,,,,,,,,,,,,,,,,,
Russia,Whole country,Foreign Fleet,Coho,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.00,35.00,234.00,628.00,579.00,709.00,486.00,370.00,447.00,132.00,18.00,80.00,56.50,,,,,,,,,,,,,,,,,,
Russia,Whole country,Foreign Fleet,Chinook,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.00,187.00,126.00,159.00,462.00,329.00,223.00,99.00,91.00,549.00,36.40,48.00,67.00,,,,,,,,,,,,,,,,,,
Russia,Whole country,Foreign Fleet,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Pink,Commercial,Round wt (MT),"20,000.00","47,400.00","22,500.00","49,600.00","18,200.00","74,300.00","49,500.00","89,700.00","39,300.00","52,600.00","66,920.00","20,800.00","6,400.00","28,400.00","13,400.00","50,400.00","77,100.00","79,100.00","118,100.00","106,100.00","76,200.00","38,300.00","132,400.00","52,200.00","165,000.00","36,400.00","154,800.00","57,200.00","142,300.00","46,200.00","88,300.00","72,100.00","106,400.00","38,400.00","47,100.00","19,600.00","30,300.00","16,300.00","35,700.00","14,600.00","47,900.00","20,700.00","50,700.00","16,300.00","63,400.00","16,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Chum,Commercial,Round wt (MT),"11,510.50","34,848.50","25,049.50","13,706.00","34,437.00","44,929.50","67,119.50","40,390.50","33,494.00","49,433.00","40,484.50","51,609.00","44,055.00","56,012.00","57,368.50","55,300.00","53,700.00","39,700.00","62,700.00","55,500.00","61,300.00","68,700.00","69,300.00","62,500.00","79,400.00","61,500.00","83,400.00","44,000.00","34,000.00","52,600.00","65,600.00","77,300.00","32,000.00","27,700.00","38,200.00","43,300.00","36,400.00","34,000.00","33,600.00","25,400.00","31,500.00","27,600.00","20,600.00","13,700.00","5,900.00","12,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Sockeye,Commercial,Round wt (MT),"2,914.78","2,853.65","3,036.18","3,421.60","9,306.39","9,758.63","7,558.84","5,341.52","2,681.96",79.84,"1,354.01","2,572.19","4,204.16","4,739.92","4,820.06","3,400.00","4,600.00","5,700.00","7,800.00","9,400.00","12,000.00","13,200.00","10,200.00","6,200.00","8,800.00","9,300.00","7,700.00","9,200.00","5,100.00","4,000.00","3,100.00","5,700.00","3,500.00","1,000.00","4,000.00","4,000.00","7,800.00","4,700.00","3,400.00","2,700.00","4,200.00","3,700.00","3,000.00","2,200.00","1,600.00","4,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Coho,Commercial,Round wt (MT),"4,353.70","3,349.00","4,353.70","4,688.60","4,018.80","9,042.30","3,349.00","1,004.70",669.80,"1,674.50","1,339.60","4,353.70","3,014.10","3,349.00","2,009.40","2,800.00","1,900.00","4,800.00","2,700.00","3,200.00","4,900.00","9,700.00","5,000.00","6,000.00","6,400.00","2,300.00","2,700.00","4,600.00","6,500.00","7,500.00","6,300.00","3,800.00","5,200.00","2,800.00","3,918.00","1,890.00","4,520.00","4,680.00","7,353.00","1,119.00","2,946.00","3,262.00","3,613.00","3,162.00","3,320.00","4,558.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Chinook,Commercial,Round wt (MT),,,78.66,176.99,255.66,658.81,393.32,521.15,147.50,226.16,403.15,639.15,,,,220.00,570.00,360.00,480.00,170.00,380.00,810.00,810.00,"1,300.00",750.00,620.00,720.00,660.00,880.00,650.00,"1,340.00","1,100.00",900.00,700.00,983.00,700.00,650.00,960.00,"1,003.00","1,431.00","1,090.00","1,024.00",911.00,829.00,"1,205.00","1,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Coastal Russia,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Western Bering Sea,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.00,,,,,,,140.00,30.00,100.00,,,10.00,235.00,22.00,,,23.40,31.80,,23.40,36.00,84.00,23.65,0.46,24.74,12.46,93.16,21.60,120.40,92.94,214.11,125.18,451.60,32.96,267.83,223.27,394.02,224.94,612.50,27.74,"2,761.08",159.35,"2,735.58",8.15,232.71
Russia,Whole country,Western Bering Sea,Chum,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,950.00","2,425.00","1,420.00","1,996.00","3,238.00","1,105.00","2,192.00","2,610.00","3,023.00","2,259.00","3,708.00","3,946.00","4,354.00","4,257.00","3,032.00","3,262.00","4,804.00","5,000.00","3,033.00","1,338.00","1,635.00","1,706.00","2,902.90","2,200.00","1,844.30","1,070.00","1,080.20","1,731.50",958.80,"1,435.28","1,116.99",72.20,349.46,709.53,525.28,759.50,908.60,"1,077.92",755.82,"1,181.62","1,373.30",773.94,979.74,"1,246.50","1,149.53","1,400.92","2,182.60","2,533.19","2,129.10","1,396.20","1,776.29","2,831.62",582.51
Russia,Whole country,Western Bering Sea,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,222.00,159.00,103.00,58.90,71.90,123.90,151.60,111.40,162.00,148.00,182.00,200.00,254.00,200.00,139.00,120.00,228.00,351.00,298.00,301.50,262.50,185.40,,296.00,122.70,,112.90,87.76,183.20,242.68,66.67,113.82,179.61,358.85,452.20,336.60,286.50,232.63,298.04,281.22,267.02,370.25,371.71,370.31,531.97,343.38,210.73,393.39,228.60,172.82,481.14,316.97
Russia,Whole country,Western Bering Sea,Coho,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Western Bering Sea,Chinook,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.45,0.23,0.15,0.05,,,,,,
Russia,Whole country,Western Bering Sea,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Eastern Kamchatka,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,829.00","1,970.00","31,150.00","5,700.00","40,407.00","6,900.00","30,100.00","9,000.00","39,400.00","3,500.00","41,500.00","10,200.00","25,700.00","11,900.00","18,300.00","2,500.00","34,700.00","6,500.00","57,500.00","17,600.00","74,700.00","8,600.00","52,173.00","12,047.00","51,243.70","10,180.70","82,797.60","6,777.90","83,640.06","1,185.80","42,714.40","2,283.50","56,709.05","6,036.90","47,403.34","13,609.10","72,711.56","7,911.19","139,063.51","6,848.27","182,366.43","18,279.32","37,002.91","31,154.57","89,341.56","68,991.73","153,323.81","109,550.04","225,447.47","17,786.31","201,713.05","34,946.56","188,104.52"
Russia,Whole country,Eastern Kamchatka,Chum,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.00,690.00,"1,145.00","1,030.00","1,500.00","1,570.00","4,610.00","5,068.00","9,424.00","4,286.00","6,330.00","3,370.00","11,970.00","6,259.00","8,470.00","10,890.00","9,100.00","5,400.00","5,520.00","12,000.00","2,900.00","4,600.00","3,685.00","4,629.00","2,845.95","2,778.90","2,690.90","2,223.90","6,028.50","11,910.00","12,408.40","7,653.11","4,453.66","3,971.00","9,101.96","9,138.53","10,309.45","11,587.53","11,611.09","11,409.65","8,714.41","14,876.69","20,197.58","28,135.25","16,484.56","20,004.50","17,639.88","13,593.57","16,519.82","5,025.31","11,448.40","9,342.63","8,851.54"
Russia,Whole country,Eastern Kamchatka,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,320.00",615.00,"1,290.00",230.00,950.00,740.00,"1,660.00","2,613.00","2,245.00","2,540.00","2,100.00","1,700.00","2,870.00","3,309.00","2,520.00","2,000.00","2,950.00","1,790.00","1,490.00",700.00,"1,100.00","3,800.00","3,653.00","2,978.00","5,883.80","6,961.40","5,225.10","4,558.90","6,801.53","5,990.40","5,965.10","3,283.00","4,616.10","2,884.80","3,111.63","4,953.42","7,204.09","6,686.71","10,690.83","10,183.09","11,247.64","13,181.57","17,303.03","12,597.32","13,041.07","18,587.57","16,967.28","12,744.27","13,175.34","7,838.18","9,386.32","15,860.28","11,568.68"
Russia,Whole country,Eastern Kamchatka,Coho,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,184.00","1,325.00","1,610.00","3,150.00","2,970.00","3,070.00","3,410.00","2,013.00","3,860.00","2,136.00","3,130.00","3,350.00","2,720.00","3,826.00","3,380.00","2,900.00","3,700.00","2,800.00","2,360.00","1,500.00","2,200.00","2,400.00","1,504.00","1,502.00",906.49,"1,049.10","1,084.90",744.50,771.92,"1,030.29","1,086.90","1,083.00",780.21,712.50,445.43,756.00,"1,626.40","1,767.48","1,748.42","1,767.90","1,491.58",707.82,"2,834.74","3,828.88","3,368.19","1,677.95","1,881.95","2,527.07","2,082.81","1,193.44","1,592.37","1,064.98","1,903.99"
Russia,Whole country,Eastern Kamchatka,Chinook,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,757.00","1,955.00","1,940.00","1,540.00","1,880.00","1,720.00","2,865.00","2,797.00","2,174.00",962.00,"1,232.00","1,100.00","1,590.00","1,521.00","1,280.00","1,500.00","1,200.00","1,240.00","1,100.00",900.00,800.00,900.00,"1,197.00",959.00,814.05,389.40,463.90,343.70,673.77,429.82,397.50,528.43,190.59,285.80,529.84,685.38,727.74,840.79,614.60,699.16,608.11,497.01,480.07,612.11,866.18,791.10,364.41,304.34,263.81,261.11,311.22,421.90,394.26
Russia,Whole country,Eastern Kamchatka,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Whole country,Kuriles,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,930.00","15,430.00","15,520.00","12,620.00","17,010.00","18,760.00","15,910.00","14,080.00","14,190.00","19,620.00","11,570.00","9,570.00","16,650.00","5,430.00","32,350.00","11,910.00","22,250.00","10,650.00","14,580.00","19,010.00","31,160.00","22,140.00","8,941.00","34,320.00","28,248.00","29,167.10","26,579.00","28,521.10","16,101.00","43,696.00","23,543.05","37,849.97","18,824.00","33,179.91","31,967.00","45,163.40","45,441.56","32,182.20","25,062.60","30,314.80","6,623.00","28,159.70","19,416.10","5,427.60","2,491.50","15,392.50","16,654.60","35,846.40","21,120.50","17,381.50","14,621.18","22,317.40","6,647.90"
Russia,Whole country,Kuriles,Chum,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.00,328.00,,750.00,896.00,"1,494.00","2,255.00","3,289.00","2,091.00","1,962.00","2,051.00","2,920.00","2,684.00",953.00,"1,881.00","1,321.00","1,603.00","1,283.00",935.00,"1,119.00","1,248.00",39.00,60.00,182.00,925.00,"1,776.00","1,238.00",818.10,"1,351.40","1,076.00","3,351.80","6,543.33","7,301.62","5,649.44","4,408.40","5,491.70","7,335.12","13,471.00","13,202.32","9,611.20","6,911.20","8,371.20","10,223.10","15,367.40","25,344.30","10,215.80","7,426.00","20,312.00","28,507.10","14,052.90","13,395.21","10,046.98","12,087.50"
Russia,Whole country,Kuriles,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.70,118.75,153.72,181.94,313.70,0.20,181.59,0.48,232.10,461.92,951.20,936.03,"1,061.70","1,374.29","2,749.00","1,282.03","1,544.74",798.78,"1,350.70",811.26,"1,426.47","1,365.04","1,347.80"
Russia,Whole country,Kuriles,Coho,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.30,16.47,48.72,178.21,73.50,,51.83,0.04,194.13,375.30,575.80,249.10,624.90,806.50,709.60,412.90,482.50,446.40,450.90,439.50,377.05,709.90,807.00
Russia,Whole country,Kuriles,Chinook,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70,0.65,1.78,1.47,0.40,,9.94,,,1.70,5.90,0.76,1.86,1.69,9.50,,,,,,,,
Russia,Whole country,Kuriles,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,,,,,,0.18,,0.06,,,,,,0.03,,,0.04
Russia,Whole country,Western Kamchatka,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,697.00",280.00,"2,809.00",700.00,"8,356.00","5,098.00","15,166.00","8,625.00","26,200.00","14,772.00","16,250.00","17,140.00","33,307.00","29,600.00","3,910.00","20,140.00",370.00,"17,150.00",350.00,"21,400.00","1,500.00","14,600.00",138.00,"32,478.00",90.26,"44,436.00",259.60,"114,369.80",54.96,"85,212.10",205.10,"50,104.63",322.29,"54,078.90","8,460.52","49,129.00","15,591.80","58,485.30","7,325.91","90,095.63","6,035.36","156,059.27","2,249.47","8,277.07","3,060.04","74,825.73","10,550.86","299,342.81","59,281.71","109,623.48","174,145.69","26,912.81","230,007.62"
Russia,Whole country,Western Kamchatka,Chum,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.00,150.00,125.00,340.00,101.00,115.00,168.00,500.00,600.00,215.00,410.00,299.00,129.00,655.00,"4,980.00","2,880.00","2,030.00","2,230.00","1,700.00","1,800.00","1,100.00","1,300.00","1,005.00","1,010.00",973.47,"1,607.90","1,077.90","2,188.90","1,218.47","4,830.30","1,897.30","6,544.14","3,869.11","3,557.40","3,781.81","10,209.90","9,409.80","8,657.28","7,346.38","13,694.73","14,926.53","18,369.40","17,026.92","22,526.64","26,227.64","12,312.83","13,336.70","18,683.60","19,295.36","17,058.93","12,079.83","15,376.50","13,629.77"
Russia,Whole country,Western Kamchatka,Sockeye,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,006.00",335.00,420.00,820.00,449.00,430.00,209.00,764.00,631.00,"1,345.00","1,733.00","1,267.00","1,386.00","2,924.00","6,573.00","5,262.00","8,750.00","6,370.00","7,910.00","15,400.00","13,000.00","11,300.00","10,219.00","7,568.00","7,911.05","9,690.70","3,721.00","5,449.40","4,967.70","8,920.50","11,748.10","21,321.11","12,747.23","13,069.30","16,009.83","19,196.50","22,302.90","19,957.09","17,106.80","19,922.35","21,046.56","29,631.62","32,148.48","23,210.78","30,326.04","29,372.14","22,915.34","28,372.50","30,682.53","20,827.38","19,246.13","19,572.80","23,017.58"
Russia,Whole country,Western Kamchatka,Coho,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,220.00",595.00,550.00,720.00,300.00,336.00,579.00,326.00,117.00,170.00,493.00,348.00,659.00,880.00,"1,800.00",300.00,190.00,220.00,600.00,900.00,"1,100.00","1,500.00",374.00,566.00,351.33,645.30,463.20,586.60,288.83,559.79,400.60,425.25,323.01,351.80,201.46,327.20,"1,490.20","1,540.38","1,215.47","2,363.77","2,683.62","3,035.76","5,838.57","9,197.52","9,636.88","4,066.76","4,660.64","6,275.41","5,552.03","6,763.55","4,814.38","6,596.71","9,099.08"
Russia,Whole country,Western Kamchatka,Chinook,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.00,285.00,270.00,290.00,349.00,236.00,234.00,150.00,234.00,95.00,167.00,242.00,188.00,162.00,190.00,300.00,190.00,220.00,100.00,100.00,200.00,200.00,111.00,142.00,96.15,144.20,137.30,117.30,43.26,24.46,28.40,25.90,33.98,33.40,41.81,62.30,62.90,88.93,80.54,53.31,40.52,29.74,30.09,27.05,24.35,28.47,23.96,,,,5.51,5.65,5.41
Russia,Whole country,Western Kamchatka,Cherry,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.42,0.58,0.75,0.55,0.90,1.72,0.80,,,,0.29,0.61,5.52
Russia,Whole country,Continental Coast,Pink,Commercial,Round wt (MT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,197.00",303.90,"1,700.00",669.10,"2,847.70","1,863.90","3,227.00",810.30,"4,922.10","1,266.40","4,265.50","1,926.60","7,213.10","3,178.00","4,127.90","1,145.10","3,476.80","2,522.10","3,403.90","4,343.90","5,270.70","13,267.10","11,539.00","3,977.00","3,345.75","5,432.00","7,036.80","6,965.20","5,962.60","1,088.78","7,296.75",315.63,"14,892.76",482.13,"11,305.59",466.48,"18,045.38",928.31,"18,983.38","1,090.50","14,098.15",959.69,"10,747.52","1,777.95","16,550.65","3,951.50","9,870.95","8,995.77","10,337.39","8,476.10","8,806.39","19,812.68","21,119.83"
