"region","species_name","cuid","cu_name_pse","cosewic_status","cosewic_status_yr","cosewic_source","wsp_status","wsp_status_yr","wsp_source","province_status","province_status_yr","province_source"
"Vancouver Island & Mainland Inlets","Lake sockeye",954,"Hesquiat","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",955,"Hobiton","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",956,"Jansen","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",957,"Kanim","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",958,"Kennedy","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",959,"Maggie","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",960,"Megin","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",961,"Muchalat","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",962,"Muriel","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",963,"Nitinat","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",964,"O'Connell","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",966,"Park River","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",967,"Power","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",969,"Sproat","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",970,"William-Brink","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Lake sockeye",976,"Vernon","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (even)",917,"Georgia Strait (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (even)",918,"West Vancouver Island (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (even)",919,"Northwest Vancouver Island (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (even)",920,"Southern Fjords (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",921,"East Howe Sound-Burrard Inlet (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",922,"Georgia Strait (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",923,"East Vancouver Island-Johnstone Strait (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",924,"Nahwitti (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",925,"West Vancouver Island (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Pink (odd)",926,"Southern Fjords (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","River sockeye",971,"Southern Fjords (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","River sockeye",972,"West Vancouver Island (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","River sockeye",973,"East Vancouver Island & Georgia Strait (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","River sockeye",974,"NW Vancouver Island (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",980,"South Coast Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",981,"East Vancouver Island Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",982,"West Vancouver Island Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",983,"South Coast Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",984,"West Vancouver Island Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Steelhead",985,"East Vancouver Island Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chinook",805,"North Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chinook",806,"East Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chum",800,"North Haida Gwaii-Stanley Creek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chum",801,"East Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chum",802,"North Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chum",803,"West Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Chum",804,"Skidegate","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Coho",807,"East Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Coho",808,"West Haida Gwaii","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Coho",809,"Haida Gwaii-Graham Island Lowlands","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",819,"Ain-Skundale-Ian","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",820,"Awun","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",821,"Fairfax","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",822,"Jalun","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",823,"Marian/Eden","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",824,"Mathers","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",825,"Mercer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",826,"Skidegate","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",827,"Yakoun","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Lake sockeye",828,"Marie","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (even)",810,"North Haida Gwaii (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (even)",811,"East Haida Gwaii (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (even)",812,"West Haida Gwaii (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (odd)",813,"East Haida Gwaii (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (odd)",814,"North Haida Gwaii (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Pink (odd)",815,"West Haida Gwaii (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","River sockeye",816,"East Haida Gwaii (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","River sockeye",817,"North Haida Gwaii (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","River sockeye",818,"West Haida Gwaii (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Haida Gwaii","Steelhead",880,"Haida Gwaii Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Columbia","Chinook",301,"Okanagan","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-okanagan-population-2017.html","Red","2023","https://publications.gc.ca/collections/collection_2025/mpo-dfo/fs70-7/Fs70-7-2025-003-eng.pdf","-989898","-989898","-989898"
"Columbia","Lake sockeye",1300,"Osoyoos","-989898","-989898","-989898","Amber","2023","https://publications.gc.ca/collections/collection_2025/mpo-dfo/fs70-6/Fs70-6-2024-060-eng.pdf","-989898","-989898","-989898"
"Columbia","Steelhead",1380,"Mid Columbia Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1004,"Alsek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1005,"Lynn Canal","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1006,"Taku-Early Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1007,"Taku-Mid Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1008,"Taku-Late Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1009,"Whiting","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1010,"Stikine-Early Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1011,"Stikine-Late Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chinook",1012,"Unuk","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chum",1000,"Lynn Canal","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chum",1001,"Taku","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chum",1002,"Whiting","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chum",1003,"Unuk","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Chum",1032,"Lower Stikine","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1013,"Alsek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1014,"Lynn Canal","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1015,"Taku-Late Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1016,"Whiting","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1017,"Lower Stikine","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1018,"Unuk","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1034,"Taku-Early Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Coho",1035,"Taku-Mid Timing","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1024,"Border","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1025,"Christina","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1026,"Tahltan","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1027,"Kuthai","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1028,"Little Trapper","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1029,"Tatsamenie","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1031,"Blanchard","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1033,"King Salmon","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1036,"Chutine","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1037,"Whiting","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1038,"Klukshu","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Lake sockeye",1039,"Nesketahin","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Pink (even)",1019,"Transboundary Fjords (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Pink (odd)",1020,"Transboundary Fjords (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","River sockeye",1021,"Alsek (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","River sockeye",1022,"Chilkat (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","River sockeye",1023,"Northern Transboundary Fjords (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Steelhead",1080,"Alsek Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Steelhead",1081,"Taku Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Steelhead",1082,"Taku Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Steelhead",1083,"Stikine Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Northern Transboundary","Steelhead",1084,"Stikine Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
